name,developers,is_free,negative,owners,positive,publishers,release_yyyy_mm,category_descriptions,genre_descriptions,tags_list
Enshrouded,['Keen Games GmbH'],False,10594,"2,000,000 .. 5,000,000",67486,['Keen Games GmbH'],2024-01-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['Open World', 'Survival', 'Base-Building', 'Multiplayer', 'Online Co-Op', 'Crafting', 'RPG', 'Adventure', 'Action RPG', 'Exploration', 'Building', 'Singleplayer', 'Fantasy', 'Sandbox', 'Character Customization', 'Early Access', 'PvE', 'Action', '3D', 'Indie']"
No More Room in Hell,['No More Room in Hell Team'],True,7500,"5,000,000 .. 10,000,000",66753,['Lever Games'],2013-10-01,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'VR Support', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK']","['Action', 'Indie', 'Free To Play']","['Free to Play', 'Zombies', 'Multiplayer', 'Survival', 'Horror', 'Co-op', 'Online Co-Op', 'Action', 'FPS', 'First-Person', 'Survival Horror', 'Shooter', 'Post-apocalyptic', 'Open World', 'Realistic', 'Indie', 'Atmospheric', 'Mod', 'Adventure', 'Massively Multiplayer']"
Tabletop Simulator,['Berserk Games'],False,3925,"2,000,000 .. 5,000,000",66735,['Berserk Games'],2015-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Tabletop', 'Board Game', 'Simulation', 'Multiplayer', 'Sandbox', 'Card Game', 'VR', 'Trading Card Game', 'Physics', 'Moddable', '3D', 'Strategy', 'Online Co-Op', 'Casual', 'Wargame', 'Co-op', 'RPG', 'Funny', 'First-Person', 'Indie']"
Shadow of the Tomb Raider: Definitive Edition,"['Eidos-Montréal', 'Crystal Dynamics', 'Nixxes', 'Feral Interactive (Mac)', 'Feral interactive (Linux)']",False,12759,"2,000,000 .. 5,000,000",66684,"['Crystal Dynamics', 'Feral Interactive (Mac)', 'Feral interactive (Linux)']",2018-09-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Adventure', 'Action', 'Female Protagonist', 'Singleplayer', 'Open World', 'Third Person', 'Story Rich', 'Puzzle', 'Stealth', 'Action-Adventure', 'Exploration', 'Survival', 'Violent', 'Atmospheric', 'Shooter', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Dark', 'Heist']"
South Park™: The Stick of Truth™,['Obsidian Entertainment'],False,1669,"2,000,000 .. 5,000,000",66636,['Ubisoft'],2014-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['RPG', 'Comedy', 'Adventure', 'Funny', 'Turn-Based', 'Dark Humor', 'Singleplayer', 'Action', 'Mature', '2D', 'Satire', 'Nudity', 'Cartoon', 'Open World', 'Story Rich', 'Fantasy', 'Turn-Based Strategy', 'Epic', 'Zombies', 'JRPG']"
Crusader Kings II,['Paradox Development Studio'],True,7450,"2,000,000 .. 5,000,000",66359,['Paradox Interactive'],2012-02-01,"['Single-player', 'Multi-player', 'Steam Trading Cards']","['RPG', 'Simulation', 'Strategy', 'Free To Play']","['Grand Strategy', 'Strategy', 'Medieval', 'Historical', 'Political Sim', 'Simulation', 'RPG', 'Sandbox', 'Multiplayer', 'Politics', 'Diplomacy', 'Singleplayer', 'Replay Value', 'Real-Time with Pause', 'Moddable', 'Political', 'Free to Play', 'Character Customization', 'RTS', 'Great Soundtrack']"
Hellblade: Senua's Sacrifice,['Ninja Theory'],False,7260,"2,000,000 .. 5,000,000",66212,['Ninja Theory'],2017-08-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']","['Atmospheric', 'Psychological', 'Story Rich', 'Female Protagonist', 'Mythology', 'Singleplayer', 'Dark', 'Adventure', 'Horror', 'Third Person', 'Dark Fantasy', 'Action', 'Violent', 'Indie', 'Walking Simulator', 'Hack and Slash', 'Action-Adventure', 'Fantasy', 'Realistic', 'Blood']"
Overcooked! 2,"['Ghost Town Games Ltd.', 'Team17']",False,6809,"2,000,000 .. 5,000,000",65992,['Team17'],2018-08-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']","['Multiplayer', 'Online Co-Op', 'Local Co-Op', 'Co-op', 'Casual', 'Cooking', 'Funny', '4 Player Local', 'Indie', 'Local Multiplayer', 'Action', 'Family Friendly', 'Cute', 'Controller', 'Comedy', 'Singleplayer', 'Difficult', 'Simulation', 'Strategy', 'Colorful']"
DRAGON BALL FighterZ,['Arc System Works'],False,6998,"2,000,000 .. 5,000,000",65978,['Bandai Namco Entertainment'],2018-01-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",['Action'],"['Fighting', 'Anime', 'Action', '2D Fighter', 'Multiplayer', 'Local Multiplayer', 'Competitive', 'Controller', 'PvP', 'Arcade', 'Singleplayer', 'Difficult', 'e-sports', 'Fast-Paced', 'Spectacle fighter', 'Combat', 'Comic Book', 'Third Person', 'Adventure', ""Beat 'em up""]"
INSIDE,['Playdead'],False,2092,"2,000,000 .. 5,000,000",65954,['Playdead'],2016-07-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']","['2.5D', 'Puzzle-Platformer', 'Atmospheric', 'Dark', 'Story Rich', 'Indie', 'Horror', 'Cinematic', 'Singleplayer', 'Adventure', 'Multiple Endings', '2D Platformer', 'Puzzle', 'Ambient', 'Platformer', 'Minimalist', 'Action-Adventure', 'Narrative', 'Controller', 'Action']"
Batman: Arkham City - Game of the Year Edition,['Rocksteady Studios'],False,2689,"2,000,000 .. 5,000,000",65947,['WB Games'],2012-09-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']","['Action', 'Open World', 'Stealth', 'Superhero', 'Adventure', 'Third Person', 'Singleplayer', ""Beat 'em up"", 'Comic Book', 'Detective', 'Story Rich', 'Atmospheric', 'Fighting', 'Action-Adventure', 'Cinematic', 'Controller', '3D Vision', 'Sandbox', 'Metroidvania', 'Great Soundtrack']"
Cry of Fear,['Team Psykskallar'],True,8556,"5,000,000 .. 10,000,000",65852,['Team Psykskallar'],2013-04-01,"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud', 'Valve Anti-Cheat enabled']","['Action', 'Adventure', 'Indie']","['Horror', 'Free to Play', 'Multiplayer', 'Psychological Horror', 'Survival Horror', 'Co-op', 'Atmospheric', 'Action', 'First-Person', 'Psychological', 'Indie', 'Online Co-Op', 'Singleplayer', 'FPS', 'Adventure', 'Zombies', 'Shooter', 'Survival', 'Mod', 'Massively Multiplayer']"
Fallout Shelter,['Bethesda Game Studios'],True,8601,"2,000,000 .. 5,000,000",65847,['Bethesda Softworks'],2017-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Stats']","['RPG', 'Simulation', 'Free To Play']","['Free to Play', 'Base-Building', 'Survival', 'Post-apocalyptic', 'Singleplayer', 'Management', 'Simulation', 'Strategy', '2D', 'Building', 'Casual', 'Crafting', 'Adventure', 'Multiplayer', 'Sandbox', 'RPG', 'Funny', 'Atmospheric', 'Action', 'Great Soundtrack']"
Tom Clancy’s The Division™,['Massive Entertainment'],False,27546,"5,000,000 .. 10,000,000",65652,['Ubisoft'],2016-03-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'In-App Purchases']","['Action', 'Adventure', 'RPG']","['Open World', 'Looter Shooter', 'Multiplayer', 'Third-Person Shooter', 'Action', 'Co-op', 'Shooter', 'RPG', 'Online Co-Op', 'Post-apocalyptic', 'Survival', 'Massively Multiplayer', 'Tactical', 'Third Person', 'Singleplayer', 'MMORPG', 'Adventure', 'Atmospheric', 'FPS', 'Stealth']"
Saints Row: The Third,['Volition'],False,2956,"2,000,000 .. 5,000,000",65644,['Deep Silver'],2011-11-01,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Action'],"['Open World', 'Action', 'Comedy', 'Co-op', 'Third-Person Shooter', 'Funny', 'Character Customization', 'Sandbox', 'Third Person', 'Online Co-Op', 'Singleplayer', 'Great Soundtrack', 'Multiplayer', 'Crime', 'Shooter', 'Female Protagonist', 'Adventure', 'Satire', 'Zombies', 'RPG']"
Pizza Tower,['Tour De Pizza'],False,1094,"1,000,000 .. 2,000,000",65599,['Tour De Pizza'],2023-01-01,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']","['Great Soundtrack', '2D Platformer', 'Fast-Paced', 'Indie', 'Cartoony', 'Platformer', 'Funny', 'Singleplayer', 'Pixel Graphics', 'Comedy', 'Action', '2D', 'Epic', 'Colorful', 'Difficult', 'Retro', ""1990's"", 'Adventure', 'Memes', 'War']"
Albion Online,['Sandbox Interactive GmbH'],True,17491,"2,000,000 .. 5,000,000",65583,['Sandbox Interactive GmbH'],2018-05-01,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']","['Massively Multiplayer', 'RPG', 'Free To Play']","['Free to Play', 'MMORPG', 'Open World', 'Massively Multiplayer', 'Sandbox', 'RPG', 'Multiplayer', 'Crafting', 'Survival', 'PvP', 'Loot', 'PvE', 'Economy', 'Medieval', 'Co-op', 'Fantasy', 'Strategy', 'Action', 'Singleplayer', 'Difficult']"
Gorilla Tag,['Another Axiom Inc.'],False,6197,"1,000,000 .. 2,000,000",64966,['Another Axiom Inc.'],2023-01-01,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'In-App Purchases', 'Family Sharing']","['Action', 'Casual']","['VR', 'Psychological Horror', 'Multiplayer', 'First-Person', 'Funny', 'Parkour', 'Horror', '3D', '3D Platformer', 'PvP', 'Action', 'Nature', 'Survival Horror', 'Physics', 'Casual', 'Platformer', 'Moddable', '6DOF', 'Early Access', 'Minimalist']"
Sleeping Dogs: Definitive Edition,"['United Front Games', 'Feral Interactive (Mac)']",False,4385,"2,000,000 .. 5,000,000",64644,"['Square Enix', 'Feral Interactive (Mac)']",2014-10-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Racing']","['Open World', 'Action', 'Martial Arts', 'Crime', 'Singleplayer', 'Third Person', 'Story Rich', 'Parkour', 'Adventure', 'Multiplayer', 'Gore', 'Mature', 'Racing', 'Atmospheric', 'Shooter', 'Third-Person Shooter', 'Sandbox', 'Great Soundtrack', 'Fighting', 'Remake']"
WEBFISHING,['lamedeveloper'],False,1337,"1,000,000 .. 2,000,000",64473,['lamedeveloper'],2024-10-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","['Casual', 'Indie', 'Massively Multiplayer']","['Fishing', 'Multiplayer', 'Casual', 'Cute', 'Character Customization', 'Psychological Horror', 'Creature Collector', 'Indie', 'Online Co-Op', 'LGBTQ+', '3D', 'Collectathon', 'Stylized', 'Cartoon', 'Third Person', 'Colorful', 'Singleplayer', 'Co-op', 'Nonlinear', 'Sandbox']"
Prison Architect,"['Introversion Software', 'Double Eleven']",False,7891,"5,000,000 .. 10,000,000",64439,['Paradox Interactive'],2015-10-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']","['Simulation', 'Building', 'Sandbox', 'Base-Building', 'Colony Sim', 'Strategy', 'Management', 'City Builder', '2D', 'Top-Down', 'Multiplayer', 'Resource Management', 'Economy', 'Singleplayer', 'Moddable', 'Capitalism', 'Funny', 'Replay Value', 'Indie', 'Casual']"
Planet Coaster,"['Frontier Developments', 'Aspyr (Mac)']",False,6147,"2,000,000 .. 5,000,000",64131,"['Frontier Developments', 'Aspyr (Mac)']",2016-11-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy']","['Simulation', 'Building', 'Management', 'Sandbox', 'Family Friendly', 'Relaxing', 'Strategy', 'Singleplayer', 'Economy', 'Realistic', 'Funny', 'Great Soundtrack', 'Atmospheric', 'Colorful', 'Third Person', 'City Builder', 'Casual', '3D', 'God Game', 'Multiplayer']"
Supermarket Simulator,['Nokta Games'],False,4237,"2,000,000 .. 5,000,000",64104,['Nokta Games'],2025-06-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation']","['Simulation', 'Management', 'Economy', 'Singleplayer', 'Multiplayer', 'Trading', 'Immersive Sim', 'First-Person', 'Life Sim', 'Building', 'Capitalism', 'Resource Management', '3D', 'Sandbox', 'Realistic', 'Casual', 'Inventory Management', 'Early Access', 'Indie', 'Driving']"
Killing Floor,['Tripwire Interactive'],False,3448,"2,000,000 .. 5,000,000",64024,['Tripwire Interactive'],2009-05-01,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Family Sharing']",['Action'],"['FPS', 'Zombies', 'Co-op', 'Survival', 'Horror', 'Multiplayer', 'Action', 'Online Co-Op', 'Violent', 'Gore', 'Shooter', 'Team-Based', 'First-Person', 'Survival Horror', 'Moddable', 'Bullet Time', 'Class-Based', '3D', 'Singleplayer', 'Dark Comedy']"
Supermarket Together,['DeadDevsTellNoLies'],True,3441,"2,000,000 .. 5,000,000",63994,['DeadDevsTellNoLies'],2024-08-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Simulation', 'Free To Play']","['Simulation', 'Online Co-Op', 'Multiplayer', 'Free to Play', 'Management', 'Economy', 'Singleplayer', 'Immersive Sim', 'First-Person', 'Trading', 'Life Sim', 'Building', 'Capitalism', 'Sandbox', '3D', 'Resource Management', 'Realistic', 'Casual', 'Inventory Management', 'Indie']"
Ori and the Blind Forest: Definitive Edition,['Moon Studios GmbH'],False,3191,"2,000,000 .. 5,000,000",63788,['Xbox Game Studios'],2016-04-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],"['Atmospheric', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Adventure', 'Story Rich', 'Singleplayer', 'Cute', 'Difficult', 'Action', 'Fantasy', '2D', 'Indie', 'Puzzle', 'Side Scroller', 'Controller', 'Open World', 'Family Friendly', '2.5D', 'Beautiful']"
Rec Room,['Rec Room'],True,7467,"2,000,000 .. 5,000,000",63756,['Rec Room'],2021-09-01,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'SteamVR Collectibles', 'In-App Purchases', 'Includes level editor']","['Adventure', 'Casual', 'Massively Multiplayer', 'Free To Play']","['Free to Play', 'VR', 'Multiplayer', 'Funny', 'Online Co-Op', 'First-Person', 'Massively Multiplayer', 'Casual', 'Sandbox', 'Adventure', 'Co-op', 'Sports', 'Horror', 'Family Friendly', 'Character Customization', 'Simulation', '3D', 'Action', 'Singleplayer', 'Action-Adventure']"
Metro: Last Light Redux,['4A Games'],False,6562,"2,000,000 .. 5,000,000",63534,['Deep Silver'],2014-08-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",['Action'],"['Post-apocalyptic', 'FPS', 'Atmospheric', 'Action', 'Story Rich', 'Horror', 'Singleplayer', 'First-Person', 'Shooter', 'Stealth', 'Survival', 'Based On A Novel', 'Adventure', 'Survival Horror', 'Nudity', 'Remake', 'Sci-fi', 'Multiplayer', 'Difficult', 'Open World']"
Getting Over It with Bennett Foddy,['Bennett Foddy'],False,13524,"2,000,000 .. 5,000,000",63479,['Bennett Foddy'],2017-12-01,"['Single-player', 'Partial Controller Support', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Action'],"['Psychological Horror', 'Difficult', 'Singleplayer', 'Physics', 'Philosophical', 'Horror', 'Funny', 'Platformer', 'Indie', 'Survival Horror', 'Casual', 'Dark Humor', 'Replay Value', 'Adventure', 'Action', 'Comedy', 'Story Rich', 'Strategy', 'Great Soundtrack', 'Third Person']"
EA SPORTS FC™ 24,"['EA Canada', 'EA Romania']",False,46293,"5,000,000 .. 10,000,000",63281,['Electronic Arts'],2023-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Adjustable Difficulty', 'Keyboard Only Option', 'Stereo Sound', 'Remote Play Together', 'HDR available']","['Simulation', 'Sports']","['Football (Soccer)', 'Sports', 'Controller', 'Multiplayer', 'PvP', 'e-sports', 'Competitive', 'PvE', 'Local Multiplayer', '3D', 'Simulation', 'Online Co-Op', 'Singleplayer', 'Realistic', 'Local Co-Op', 'Co-op', 'Family Friendly', 'Action', 'First-Person', 'Early Access']"
Hotline Miami 2: Wrong Number,['Dennaton Games'],False,3893,"2,000,000 .. 5,000,000",62741,['Devolver Digital'],2015-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']","['Great Soundtrack', 'Gore', 'Pixel Graphics', 'Violent', 'Action', 'Fast-Paced', 'Difficult', 'Retro', 'Top-Down', '1980s', 'Indie', 'Singleplayer', 'Top-Down Shooter', 'Atmospheric', 'Blood', '2D', 'Shooter', 'Level Editor', 'Arcade', ""1990's""]"
The Outlast Trials,['Red Barrels'],False,4423,"2,000,000 .. 5,000,000",62533,['Red Barrels'],2024-03-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']","['Horror', 'Multiplayer', 'Co-op', 'Survival Horror', 'Psychological Horror', 'First-Person', 'PvE', 'Stealth', 'Character Customization', 'Action', 'Action-Adventure', 'Survival', 'Dark Humor', 'Dark', 'Realistic', 'Atmospheric', 'Alternate History', 'Science', 'Adventure', 'Management']"
STAR WARS™ Battlefront™ II,['DICE'],False,8866,"2,000,000 .. 5,000,000",62342,['Electronic Arts'],2020-06-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Adventure']","['Multiplayer', 'Shooter', 'Singleplayer', 'Action', 'Third-Person Shooter', 'Space', 'FPS', 'Sci-fi', 'Co-op', 'Combat', 'Online Co-Op', 'Vehicular Combat', 'First-Person', 'Third Person', 'Adventure', 'PvP', 'Aliens', 'Controller', 'Tactical', 'Character Customization']"
